bid,pid,fid
13492,11935,848
13493,2113,350
13494,3409,61
13495,13034,867
13496,3516,405
13497,13181,217
13498,12710,923
13499,5654,271
13500,19374,440
13501,16632,197
13502,14828,742
13503,18979,927
13504,16148,381
13505,19174,579
13506,6681,897
13507,3765,283
13508,14787,78
13509,18130,326
13510,17207,491
13511,12325,131
13512,17708,468
13513,10898,307
13514,3710,214
13515,15518,597
13516,16557,293
13517,13183,662
13518,13721,604
13519,2317,317
13520,17965,925
13521,7538,84
13522,8809,196
13523,19231,482
13524,19380,604
13525,6119,47
13526,9328,114
13527,19807,239
13528,17946,741
13529,9403,478
13530,8863,252
13531,4380,517
13532,1372,218
13533,15068,951
13534,6798,85
13535,14104,715
13536,13762,227
13537,15551,884
13538,1792,801
13539,12465,199
13540,8044,565
13541,8762,696
13542,19224,974
13543,16439,491
13544,6307,962
13545,5468,139
13546,13804,792
13547,2500,88
13548,17243,18
13549,9918,563
13550,3972,359
13551,8776,679
13552,90,809
13553,6381,405
13554,12330,35
13555,5447,8
13556,16466,533
13557,8258,644
13558,16061,915
13559,15051,688
13560,7164,215
13561,12223,101
13562,12971,760
13563,17766,582
13564,11495,651
13565,13026,852
13566,12350,811
13567,17076,482
13568,16876,13
13569,5935,641
13570,6065,666
13571,3362,52
13572,3717,313
13573,5277,308
13574,17292,749
13575,14922,860
13576,11691,417
13577,3116,532
13578,14992,467
13579,12715,332
13580,7641,551
13581,13516,739
13582,5889,935
13583,15743,607
13584,2157,624
13585,5418,59
13586,7970,86
13587,11762,156
13588,10218,412
13589,7680,240
13590,8550,810
13591,774,114
13592,18541,18
13593,8843,311
13594,8282,830
13595,7656,502
13596,763,609
13597,13587,141
13598,8844,878
13599,710,112
13600,6433,203
13601,5155,474
13602,9538,661
13603,16248,351
13604,5201,622
13605,11684,170
13606,13242,268
13607,6989,942
13608,17056,719
13609,17948,414
13610,2196,517
13611,8118,458
13612,8573,77
13613,1076,739
13614,12795,472
13615,1814,310
13616,2579,394
13617,14573,459
13618,4350,495
13619,5523,329
13620,455,705
13621,10383,326
13622,4247,6
13623,19614,127
13624,1540,663
13625,3618,374
13626,18996,786
13627,10450,81
13628,10937,183
13629,18546,80
13630,10931,150
13631,11570,617
13632,2829,307
13633,11646,612
13634,7540,575
13635,8739,897
13636,11564,168
13637,8581,844
13638,6363,452
13639,10112,74
13640,7889,213
13641,6797,539
13642,15611,876
13643,11088,683
13644,677,276
13645,10808,876
13646,1451,914
13647,19674,984
13648,10305,880
13649,5620,828
13650,3168,1
13651,11031,673
13652,16821,855
13653,3647,440
13654,4722,410
13655,621,210
13656,14932,919
13657,6673,922
13658,17378,994
13659,17772,605
13660,12664,981
13661,16365,954
13662,1811,136
13663,6466,452
13664,8579,970
13665,7372,425
13666,236,678
13667,4495,614
13668,15463,605
13669,7125,8
13670,12728,917
13671,16855,85
13672,2539,619
13673,13324,799
13674,8220,199
13675,17932,251
13676,6178,845
13677,11257,254
13678,10630,573
13679,4499,161
13680,17101,215
13681,17278,893
13682,10727,758
13683,16614,71
13684,6874,6
13685,4828,890
13686,14810,49
13687,4625,20
13688,4873,548
13689,17703,506
13690,13983,845
13691,8924,898
13692,18232,194
13693,3373,488
13694,2172,126
13695,17384,521
13696,8276,423
13697,16778,130
13698,7331,589
13699,6456,394
13700,17881,531
13701,19775,751
13702,3152,12
13703,8124,463
13704,12848,895
13705,11031,716
13706,14114,861
13707,3088,914
13708,3027,616
13709,4844,254
13710,7784,409
13711,623,229
13712,7341,670
13713,17348,919
13714,697,603
13715,6065,421
13716,11697,769
13717,1893,505
13718,7401,302
13719,2000,326
13720,12400,574
13721,2253,435
13722,4113,93
13723,8138,631
13724,4154,54
13725,19912,353
13726,5312,449
13727,17367,87
13728,9573,206
13729,4199,309
13730,19913,208
13731,15898,990
13732,10386,595
13733,18025,393
13734,7560,770
13735,5815,343
13736,5744,129
13737,12373,377
13738,2683,898
13739,3487,627
13740,10544,482
13741,19142,583
13742,13904,356
13743,13761,849
13744,16995,778
13745,3755,775
13746,16530,754
13747,3428,13
13748,14787,745
13749,9256,683
13750,16404,37
13751,15751,199
13752,2593,264
13753,19795,169
13754,6,935
13755,13417,619
13756,16155,588
13757,9252,404
13758,11371,723
13759,7009,506
13760,14871,455
13761,10412,51
13762,3931,354
13763,4222,879
13764,13820,947
13765,12312,918
13766,2306,813
13767,15857,168
13768,801,773
13769,3310,146
13770,14521,978
13771,4893,127
13772,2286,158
13773,11163,215
13774,5960,948
13775,2660,67
13776,4913,671
13777,8785,974
13778,14998,161
13779,140,955
13780,6692,920
13781,8578,304
13782,11012,900
13783,2524,968
13784,7440,562
13785,10767,617
13786,2233,21
13787,9384,181
13788,1695,828
13789,10129,402
13790,18926,561
13791,6663,912
13792,2840,238
13793,4323,829
13794,14406,577
13795,14571,343
13796,18406,581
13797,2427,265
13798,16727,644
13799,16750,997
13800,970,963
13801,15648,539
13802,3897,427
13803,3263,136
13804,2411,806
13805,17750,58
13806,1946,2
13807,19585,554
13808,6911,265
13809,15619,649
13810,13835,809
13811,15173,665
13812,6683,39
13813,1305,612
13814,12495,482
13815,8763,1
13816,3559,854
13817,13052,237
13818,4283,513
13819,16378,710
13820,5069,330
13821,19696,451
13822,15230,204
13823,17706,928
13824,1688,799
13825,15006,833
13826,14744,460
13827,8061,484
13828,155,118
13829,6859,455
13830,200,922
13831,15911,581
13832,7327,712
13833,18876,43
13834,7943,990
13835,15078,925
13836,10764,988
13837,10007,931
13838,5078,968
13839,8988,349
13840,8214,499
13841,9460,367
13842,6858,874
13843,7291,882
13844,3417,230
13845,7388,893
13846,7597,915
13847,16188,738
13848,9565,498
13849,6020,664
13850,217,468
13851,14182,819
13852,3401,535
13853,19212,894
13854,12448,92
13855,12052,619
13856,19173,465
13857,13263,426
13858,14383,714
13859,13824,275
13860,17752,733
13861,3780,336
13862,971,583
13863,2909,995
13864,14893,402
13865,108,846
13866,13895,549
13867,9213,752
13868,12385,873
13869,1740,678
13870,15836,385
13871,19438,283
13872,11704,751
13873,13104,552
13874,1709,739
13875,2465,248
13876,13776,415
13877,982,294
13878,1240,321
13879,163,726
13880,8547,141
13881,2975,376
13882,8012,578
13883,16543,159
13884,16190,944
13885,2921,665
13886,8709,785
13887,17370,156
13888,3419,814
13889,8461,913
13890,8878,902
13891,17809,624
13892,15810,257
13893,7205,281
13894,9540,65
13895,1034,268
13896,14943,704
13897,14654,717
13898,1472,93
13899,13516,798
13900,1912,68
13901,18692,135
13902,19519,608
13903,6816,28
13904,6320,883
13905,5940,718
13906,5752,985
13907,13924,306
13908,860,548
13909,17333,970
13910,12162,931
13911,3032,589
13912,11141,737
13913,16046,521
13914,3348,32
13915,19024,441
13916,7136,621
13917,2358,727
13918,3075,865
13919,2482,393
13920,5836,790
13921,12228,106
13922,7333,165
13923,4195,663
13924,18697,872
13925,4256,321
13926,17371,550
13927,7849,766
13928,12625,794
13929,7340,666
13930,7217,982
13931,47,67
13932,6086,918
13933,9770,9
13934,6823,114
13935,12943,349
13936,14638,857
13937,13556,969
13938,2911,965
13939,12570,629
13940,4651,626
13941,3406,645
13942,10161,96
13943,18227,170
13944,8291,313
13945,8922,399
13946,16159,707
13947,3887,341
13948,15318,449
13949,10655,397
13950,5215,855
13951,19108,639
13952,9366,490
13953,18588,586
13954,9500,446
13955,5156,845
13956,13019,997
13957,6044,263
13958,587,944
13959,10225,929
13960,11482,450
13961,13447,788
13962,1591,303
13963,11348,550
13964,1655,889
13965,16539,609
13966,5225,31
13967,9128,296
13968,16619,251
13969,13182,493
13970,11840,770
13971,9010,258
13972,13832,180
13973,18073,163
13974,18866,784
13975,8103,65
13976,6770,827
13977,10132,390
13978,4317,952
13979,6408,724
13980,17453,220
13981,6242,714
13982,16154,639
13983,687,577
13984,3176,935
13985,7623,100
13986,14986,318
13987,12333,769
13988,16558,588
13989,15331,975
13990,16809,202
13991,650,942
13992,18311,702
13993,2523,564
13994,15525,811
13995,2705,490
13996,6059,177
13997,843,262
13998,12704,47
13999,8409,348
14000,19851,84
14001,9665,733
14002,7543,563
14003,842,308
14004,19221,672
14005,11783,42
14006,18257,14
14007,8536,41
14008,8207,433
14009,17391,310
14010,12025,544
14011,912,924
14012,11297,62
14013,9830,271
14014,796,10
14015,643,898
14016,8863,125
14017,11037,81
14018,7871,573
14019,6052,20
14020,17529,514
14021,11264,665
14022,4750,243
14023,17130,193
14024,1668,602
14025,15266,665
14026,14240,425
14027,9694,85
14028,15806,149
14029,14592,608
14030,4974,708
14031,12882,247
14032,16937,88
14033,9893,451
14034,6641,753
14035,9169,902
14036,13394,132
14037,5679,879
14038,1890,99
14039,11971,366
14040,19068,586
14041,1575,376
14042,10843,489
14043,3186,254
14044,12059,498
14045,8413,924
14046,11892,492
14047,13054,158
14048,18447,669
14049,9204,875
14050,999,502
14051,9474,559
14052,19840,912
14053,269,569
14054,16767,493
14055,16880,838
14056,13045,523
14057,10768,208
14058,10746,893
14059,9887,428
14060,14502,975
14061,18046,569
14062,19931,322
14063,18363,731
14064,10834,743
14065,2009,345
14066,13094,497
14067,19540,172
14068,1232,121
14069,18058,368
14070,18222,672
14071,7835,287
14072,16487,934
14073,17019,697
14074,4859,287
14075,9395,649
14076,3638,832
14077,1279,617
14078,12394,304
14079,557,999
14080,5967,841
14081,8674,248
14082,14075,640
14083,5527,313
14084,5128,819
14085,13161,838
14086,10333,212
14087,12382,406
14088,14366,573
14089,15787,303
14090,17098,174
14091,2457,353
14092,12296,539
14093,15756,66
14094,4994,456
14095,19705,910
14096,7505,27
14097,17480,902
14098,18082,662
14099,5604,398
14100,13580,393
14101,9224,612
14102,5859,122
14103,6343,800
14104,11305,851
14105,6503,197
14106,4412,499
14107,7858,864
14108,11256,189
14109,13483,730
14110,16358,878
14111,7112,302
14112,8008,27
14113,12767,314
14114,1101,639
14115,10593,268
14116,7545,521
14117,11733,401
14118,4454,263
14119,4841,300
14120,8892,945
14121,7492,18
14122,12754,659
14123,4080,134
14124,3474,744
14125,3020,154
14126,19187,247
14127,4104,374
14128,12587,184
14129,234,279
14130,7977,486
14131,4718,684
14132,3597,434
14133,16331,573
14134,9780,722
14135,13995,37
14136,11539,381
14137,15820,383
14138,6293,10
14139,674,398
14140,2462,378
14141,18156,715
14142,4730,823
14143,15594,447
14144,17120,396
14145,12122,484
14146,12516,610
14147,14207,742
14148,15564,359
14149,17062,810
14150,17350,16
14151,14077,140
14152,766,105
14153,19372,690
14154,17151,359
14155,10843,559
14156,1583,654
14157,14670,686
14158,4978,783
14159,12863,878
14160,3754,338
14161,6372,76
14162,3801,502
14163,8555,766
14164,10959,890
14165,13322,229
14166,6425,662
14167,8443,184
14168,11534,843
14169,2310,88
14170,10895,182
14171,10983,533
14172,18640,635
14173,2745,741
14174,4866,347
14175,2472,71
14176,7148,651
14177,10461,555
14178,13047,763
14179,4941,753
14180,14442,16
14181,10828,621
14182,8347,904
14183,14609,837
14184,2760,986
14185,5078,305
14186,8731,138
14187,11386,584
14188,11567,78
14189,9360,781
14190,13802,769
14191,6836,836
14192,14254,18
14193,16082,146
14194,3470,380
14195,8581,830
14196,10850,108
14197,6306,673
14198,295,533
14199,5376,249
14200,2610,303
14201,12267,120
14202,14510,254
14203,12905,112
14204,11412,248
14205,14293,68
14206,6660,925
14207,15039,938
14208,2959,285
14209,177,754
14210,1074,573
14211,2608,565
14212,7451,240
14213,9339,155
14214,5095,354
14215,18083,632
14216,1366,657
14217,5714,870
14218,5448,613
14219,19412,221
14220,16749,977
14221,7638,846
14222,13510,645
14223,1065,413
14224,9318,341
14225,10525,974
14226,8013,386
14227,5578,811
14228,5342,71
14229,12343,385
14230,4154,17
14231,7046,33
14232,6751,749
14233,10350,503
14234,10921,370
14235,3967,645
14236,18476,517
14237,8462,230
14238,19732,896
14239,5913,506
14240,16950,211
14241,6444,405
14242,6279,136
14243,16694,587
14244,11597,281
14245,6964,136
14246,8346,415
14247,2036,720
14248,12360,813
14249,7863,83
14250,3778,302
14251,1595,431
14252,3486,636
14253,7867,174
14254,3302,341
14255,13757,29
14256,16564,405
14257,19239,364
14258,17165,216
14259,12469,853
14260,15441,524
14261,15213,912
14262,7842,449
14263,1737,429
14264,1220,777
14265,4985,254
14266,19752,897
14267,10222,848
14268,19938,50
14269,17325,704
14270,10551,603
14271,16692,385
14272,5242,246
14273,12301,790
14274,12666,173
14275,17407,345
14276,11825,91
14277,11490,789
14278,6645,371
14279,6886,253
14280,12609,745
14281,1318,292
14282,3354,136
14283,14795,581
14284,13200,60
14285,11454,310
14286,489,335
14287,698,589
14288,5421,861
14289,5917,224
14290,7553,229
14291,18343,514
14292,17089,883
14293,11480,912
14294,12951,241
14295,6263,58
14296,15566,990
14297,10841,14
14298,75,160
14299,19387,898
14300,18548,95
14301,2854,685
14302,19569,505
14303,16811,600
14304,18476,111
14305,1286,757
14306,16390,569
14307,17340,287
14308,4372,652
14309,11102,56
14310,10764,584
14311,1330,26
14312,8252,779
14313,2053,126
14314,3729,599
14315,10031,362
14316,5503,711
14317,15103,751
14318,2305,678
14319,2108,107
14320,4020,510
14321,17379,189
14322,12875,504
14323,9274,696
14324,9738,626
14325,11591,634
14326,3056,706
14327,11781,612
14328,8517,693
14329,18157,950
14330,13901,267
14331,13485,36
14332,2369,290
14333,6924,864
14334,16803,472
14335,11601,359
14336,9405,691
14337,6822,211
14338,6573,265
14339,13855,159
14340,9928,319
14341,5906,554
14342,19103,724
14343,809,883
14344,19155,97
14345,6093,324
14346,18483,987
14347,1573,491
14348,13767,437
14349,1549,269
14350,1711,417
14351,9823,609
14352,394,214
14353,8162,503
14354,18340,957
14355,7917,454
14356,1604,621
14357,4900,337
14358,19299,842
14359,19315,435
14360,7264,872
14361,6280,290
14362,10531,860
14363,1510,481
14364,5345,701
14365,3936,975
14366,2955,408
14367,10540,227
14368,1956,322
14369,10364,657
14370,2035,47
14371,1992,560
14372,3225,472
14373,185,663
14374,8095,332
14375,19538,686
14376,9305,170
14377,1603,167
14378,2828,397
14379,7793,759
14380,1659,973
14381,6584,86
14382,893,901
14383,13943,466
14384,3348,518
14385,4336,720
14386,8807,234
14387,2424,595
14388,14014,882
14389,10029,769
14390,11953,719
14391,5541,235
14392,11081,65
14393,9901,776
14394,1581,360
14395,8466,832
14396,9855,845
14397,15721,369
14398,5932,817
14399,677,759
14400,16563,349
14401,5151,533
14402,18583,663
14403,14961,37
14404,1136,756
14405,17959,557
14406,14190,460
14407,395,591
14408,962,351
14409,15205,637
14410,1178,159
14411,8212,480
14412,13149,907
14413,6217,255
14414,10791,817
14415,9164,480
14416,6352,924
14417,13245,607
14418,19427,766
14419,13936,952
14420,19522,531
14421,14717,538
14422,14333,768
14423,4412,860
14424,17172,193
14425,5161,926
14426,13306,65
14427,5186,167
14428,17852,563
14429,9756,780
14430,15847,370
14431,19156,454
14432,11415,299
14433,4261,551
14434,19630,556
14435,15082,164
14436,11464,847
14437,4557,956
14438,13359,558
14439,2989,106
14440,14795,71
14441,14274,57
14442,13453,101
14443,10583,425
14444,17474,115
14445,73,209
14446,19607,345
14447,7485,670
14448,17677,697
14449,8401,604
14450,13824,439
14451,4284,998
14452,4939,688
14453,7706,945
14454,13474,944
14455,11637,325
14456,7313,368
14457,701,107
14458,10620,913
14459,13053,377
14460,19178,232
14461,5325,695
14462,5536,516
14463,1408,53
14464,18419,177
14465,9680,43
14466,633,486
14467,3276,556
14468,18812,845
14469,16139,21
14470,11981,806
14471,3604,948
14472,6720,691
14473,5394,683
14474,1881,10
14475,1921,295
14476,7866,345
14477,9966,159
14478,16019,679
14479,116,426
14480,17134,673
14481,16460,626
14482,11249,852
14483,18720,624
14484,19410,479
14485,18966,852
14486,19264,880
14487,4906,269
14488,3080,788
14489,15552,704
14490,6380,92
14491,19103,785
14492,16563,385
14493,12601,242
14494,18017,843
14495,12785,851
14496,15665,666
14497,12801,915
14498,12066,353
14499,3112,268
14500,2119,514
14501,19386,132
14502,13363,666
14503,12106,316
14504,1820,94
14505,10920,689
14506,14068,767
14507,12847,187
14508,11821,895
14509,8569,208
14510,1119,253
14511,5540,334
14512,1539,471
14513,17558,148
14514,3353,298
14515,10550,54
14516,15621,465
14517,16350,606
14518,1434,950
14519,14160,789
14520,15296,58
14521,12623,709
14522,1541,344
14523,11534,181
14524,16555,881
14525,12068,746
14526,14652,844
14527,18218,564
14528,4388,89
14529,1186,279
14530,19234,398
14531,12520,553
14532,14969,311
14533,11813,252
14534,2933,662
14535,2620,156
14536,3246,377
14537,15541,67
14538,5322,464
14539,1966,165
14540,12849,931
14541,6616,770
14542,12578,64
14543,12113,23
14544,16635,682
14545,4158,882
14546,18739,336
14547,5234,894
14548,16371,478
14549,19004,615
14550,7718,330
14551,9636,706
14552,8188,697
14553,5518,571
14554,14487,74
14555,17155,609
14556,17297,707
14557,16843,102
14558,7527,425
14559,7142,942
14560,3748,268
14561,3333,919
14562,17650,878
14563,15483,125
14564,7806,89
14565,19095,18
14566,6617,672
14567,17881,354
14568,747,218
14569,17054,543
14570,10872,965
14571,16878,477
14572,4008,156
14573,10896,865
14574,16487,703
14575,697,970
14576,272,578
14577,12683,723
14578,3855,301
14579,15789,540
14580,13544,62
14581,3176,664
14582,12007,482
14583,8202,953
14584,13240,462
14585,6034,582
14586,8141,118
14587,7942,275
14588,2625,709
14589,3706,536
14590,557,393
14591,14775,315
14592,11427,129
14593,3509,223
14594,15793,433
14595,6635,804
14596,15347,550
14597,7073,375
14598,7317,249
14599,9122,396
14600,15942,650
14601,9427,97
14602,13551,201
14603,1052,298
14604,4584,316
14605,5304,595
14606,13361,880
14607,13872,913
14608,919,666
14609,3564,477
14610,9694,541
14611,19773,853
14612,19832,925
14613,18702,941
14614,10348,39
14615,7662,45
14616,13198,65
14617,15214,290
14618,956,540
14619,18496,652
14620,5877,545
14621,10776,749
14622,1796,360
14623,1251,822
14624,229,580
14625,4269,845
14626,10852,447
14627,15553,447
14628,1392,778
14629,11799,54
14630,5557,196
14631,11090,43
14632,11095,27
14633,12783,851
14634,11249,730
14635,5594,396
14636,1879,642
14637,14792,157
14638,11585,665
14639,17537,417
14640,15723,336
14641,7405,209
14642,15874,878
14643,16200,537
14644,12615,102
14645,15210,352
14646,12133,687
14647,8019,515
14648,16161,129
14649,15645,202
14650,906,62
14651,14115,600
14652,713,960
14653,11754,578
14654,18916,161
14655,11172,373
14656,5739,309
14657,3008,26
14658,18384,331
14659,8674,606
14660,18368,55
14661,2895,743
14662,16113,160
14663,10390,471
14664,10052,616
14665,5035,237
14666,10804,360
14667,6446,397
14668,4889,579
14669,9315,679
14670,2160,955
14671,8025,780
14672,16167,549
14673,3846,970
14674,6515,988
14675,62,11
14676,6480,85
14677,15513,432
14678,19885,798
14679,2530,518
14680,11988,749
14681,14360,702
14682,18497,119
14683,12427,247
14684,14924,654
14685,9716,317
14686,17475,527
14687,15234,346
14688,9604,314
14689,17869,109
14690,13931,449
14691,7559,97
14692,14987,458
14693,5236,786
14694,12970,734
14695,5919,430
14696,11893,152
14697,13799,230
14698,13915,766
14699,7965,78
14700,8900,205
14701,14642,258
14702,17540,587
14703,17064,500
14704,18653,502
14705,5617,527
14706,11534,430
14707,1064,722
14708,17975,617
14709,19027,63
14710,7701,203
14711,19012,166
14712,38,285
14713,12584,187
14714,16156,1
14715,10900,570
14716,9886,699
14717,18094,265
14718,15513,379
14719,8163,239
14720,8173,668
14721,8723,806
14722,15879,281
14723,16829,277
14724,6170,797
14725,1091,922
14726,5633,274
14727,5098,249
14728,6057,7
14729,848,143
14730,6035,258
14731,959,415
14732,1756,674
14733,1916,70
14734,10940,493
14735,6798,844
14736,2380,184
14737,5485,632
14738,17073,619
14739,15850,705
14740,471,353
14741,13151,360
14742,6547,75
14743,15112,486
14744,15505,624
14745,5287,105
14746,16644,361
14747,11580,915
14748,13389,331
14749,9260,139
14750,6396,193
14751,8448,285
14752,19622,548
14753,11839,596
14754,9360,453
14755,13759,209
14756,8663,764
14757,3040,307
14758,8643,964
14759,585,934
14760,13462,196
14761,2389,115
14762,2241,184
14763,11240,978
14764,9754,817
14765,14969,578
14766,9610,549
14767,18491,770
14768,7089,612
14769,9961,59
14770,14515,355
14771,219,106
14772,1746,704
14773,2248,897
14774,8596,7
14775,10493,407
14776,3441,242
14777,7144,302
14778,9658,956
14779,18915,175
14780,5424,327
14781,4767,598
14782,9336,73
14783,5109,73
14784,6569,957
14785,6655,878
14786,16371,54
14787,9051,666
14788,8940,46
14789,19,926
14790,9186,170
14791,12031,265
14792,1228,58
14793,19823,481
14794,5622,53
14795,1615,584
14796,19693,680
14797,13625,570
14798,5843,672
14799,10176,522
14800,17651,938
14801,6834,615
14802,10537,969
14803,1498,937
14804,2294,660
14805,6910,278
14806,2151,722
14807,2138,862
14808,8274,763
14809,5978,504
14810,17698,403
14811,9489,298
14812,9232,840
14813,1675,627
14814,18094,279
14815,468,754
14816,9025,62
14817,8339,308
14818,6960,183
14819,16683,407
14820,13731,940
14821,4527,509
14822,13680,378
14823,4033,963
14824,10389,236
14825,11118,886
14826,2982,373
14827,16620,960
14828,14991,155
14829,17841,361
14830,763,893
14831,11737,432
14832,9312,447
14833,3933,430
14834,4633,689
14835,1347,330
14836,1813,85
14837,16814,102
14838,17231,151
14839,1819,491
14840,3409,774
14841,267,469
14842,4702,116
14843,17871,693
14844,3259,980
14845,1903,120
14846,16160,56
14847,16632,412
14848,12986,879
14849,17108,813
14850,16020,446
14851,9700,245
14852,19022,553
14853,5059,438
14854,10018,931
14855,14861,166
14856,11000,334
14857,6334,526
14858,19657,923
14859,4212,753
14860,18888,25
14861,15766,201
14862,9432,140
14863,14313,431
14864,7734,806
14865,9740,314
14866,1647,325
14867,4458,295
14868,17376,16
14869,15843,224
14870,5436,453
14871,19740,427
14872,16041,307
14873,17675,342
14874,17052,293
14875,8007,354
14876,19881,307
14877,18317,28
14878,15117,851
14879,9956,728
14880,8845,980
14881,2617,749
14882,10861,384
14883,3531,636
14884,11868,1
14885,13951,61
14886,13377,664
14887,13347,361
14888,14577,225
14889,19803,473
14890,7612,214
14891,4431,285
14892,17214,127
14893,3746,691
14894,16964,67
14895,3017,380
14896,14544,986
14897,10890,984
14898,18554,11
14899,13764,263
14900,18217,393
14901,2826,712
14902,9739,259
14903,19788,619
14904,15481,390
14905,15695,699
14906,212,491
14907,4787,233
14908,6779,350
14909,16187,458
14910,3026,189
14911,12227,506
14912,4130,771
14913,6000,694
14914,12608,471
14915,6181,393
14916,9515,782
14917,1280,213
14918,9818,524
14919,18707,902
14920,440,874
14921,1673,316
14922,5722,788
14923,7303,318
14924,5931,777
14925,2471,513
14926,13489,431
14927,5587,92
14928,18373,40
14929,1584,789
14930,19895,500
14931,14633,492
14932,2349,775
14933,8235,830
14934,7836,3
14935,19071,723
14936,6807,462
14937,10070,208
14938,11185,458
14939,2481,639
14940,3025,136
14941,15773,209
14942,6455,370
14943,10444,30
14944,4587,657
14945,15134,684
14946,13954,483
14947,19932,287
14948,15178,77
14949,13072,595
14950,4242,232
14951,2856,36
14952,10808,700
14953,14367,896
14954,6557,23
14955,10176,650
14956,13369,472
14957,10425,481
14958,17300,855
14959,15521,194
14960,18000,436
14961,3277,677
14962,17086,7
14963,19278,687
14964,2726,138
14965,7768,154
14966,18409,858
14967,12412,872
14968,13542,935
14969,638,73
14970,14198,671
14971,2224,195
14972,14596,511
14973,5446,146
14974,9998,996
14975,7577,962
14976,12539,740
14977,13175,821
14978,14017,751
14979,16920,617
14980,12211,890
14981,19403,521
14982,4623,293
14983,18411,186
14984,5995,785
14985,15845,684
14986,5721,19
14987,10263,101
14988,14682,626
14989,17821,274
14990,1593,230
14991,7904,328
14992,6553,754
14993,13494,248
14994,8883,573
14995,4375,717
14996,4192,58
14997,18226,866
14998,17567,691
14999,1590,111
15000,11206,201
15001,8385,872
15002,5858,180
15003,17037,268
15004,5775,914
15005,16229,99
15006,19442,81
15007,19494,66
15008,11387,861
15009,8366,30
15010,17285,888
15011,12099,866
15012,14368,43
15013,8507,480
15014,7152,636
15015,16851,458
15016,18569,408
15017,9259,887
15018,19001,847
15019,11152,572
15020,3535,154
15021,6043,158
15022,15534,637
15023,1638,18
15024,6160,605
15025,7575,335
15026,3758,468
15027,15041,168
15028,8846,765
15029,7718,881
15030,3736,762
15031,8863,489
15032,8522,841
15033,1333,54
15034,12714,97
15035,14893,432
15036,10493,73
15037,14428,229
15038,7397,555
15039,18354,962
15040,15326,499
15041,3141,563
15042,2335,532
15043,18145,648
15044,18698,786
15045,6559,264
15046,1667,431
15047,11939,363
15048,17978,553
15049,6653,878
15050,14106,402
15051,16711,358
15052,9196,91
15053,2240,402
15054,18010,925
15055,3126,467
15056,13754,782
15057,8574,994
15058,13854,990
15059,4020,35
15060,7181,499
15061,7856,905
15062,10027,747
15063,24,384
15064,18105,630
15065,17682,658
15066,3802,658
15067,17460,18
15068,10218,727
15069,1298,207
15070,4676,644
15071,1814,912
15072,13286,254
15073,10672,803
15074,13043,813
15075,3791,861
15076,7117,941
15077,17538,154
15078,2565,678
15079,8779,603
15080,12504,414
15081,14206,392
15082,13563,383
15083,4204,308
15084,6218,458
15085,13520,497
15086,17675,407
15087,18345,994
15088,9112,589
15089,14827,419
15090,10812,579
15091,5866,202
15092,17002,186
15093,10026,488
15094,11463,459
15095,16417,512
15096,16154,5
15097,17771,596
15098,8007,395
15099,8050,920
15100,7906,796
15101,9437,309
15102,1767,503
15103,1440,264
15104,2810,740
15105,11521,260
15106,673,854
15107,17449,979
15108,10244,243
15109,11035,963
15110,2409,858
15111,18059,527
15112,15656,451
15113,6605,435
15114,14173,846
15115,11249,479
15116,6501,937
15117,10709,715
15118,8527,432
15119,838,331
15120,142,597
15121,14623,312
15122,3260,561
15123,7247,534
15124,9895,321
15125,10857,670
15126,6962,387
15127,17779,34
15128,12322,41
15129,1676,976
15130,17787,716
15131,11662,803
15132,17710,101
15133,15629,635
15134,3953,641
15135,10024,739
15136,4290,827
15137,12861,778
15138,2510,287
15139,2265,623
15140,15159,276
15141,10886,467
15142,11020,689
15143,7217,824
15144,13050,971
15145,13506,184
15146,3441,66
15147,7310,733
15148,2019,942
15149,12437,812
15150,697,346
15151,19033,832
15152,4436,103
15153,1946,485
15154,13664,115
15155,14396,493
15156,12055,138
15157,10584,489
15158,9442,943
15159,460,847
15160,4923,536
15161,1050,877
15162,13634,404
15163,16540,611
15164,11570,509
15165,1188,585
15166,17557,507
15167,8851,723
15168,5321,204
15169,18737,796
15170,580,707
15171,15418,285
15172,14480,969
15173,3928,551
15174,18374,243
15175,16415,866
15176,12684,234
15177,2029,290
15178,2870,1000
15179,19893,907
15180,3992,914
15181,9046,206
15182,6047,438
15183,17743,426
15184,5441,816
15185,4255,25
15186,7002,179
15187,4719,561
15188,3170,962
15189,6607,178
15190,19008,356
15191,4904,273
15192,12950,442
15193,19026,10
15194,15963,806
15195,10690,176
15196,15794,137
15197,2597,171
15198,9595,711
15199,7633,982
15200,14064,669
15201,1040,950
15202,14904,384
15203,14623,548
15204,16987,382
15205,6051,61
15206,14852,609
15207,3339,459
15208,7936,876
15209,4905,720
15210,14116,110
15211,15226,846
15212,19806,946
15213,8845,786
15214,10627,956
15215,8632,829
15216,8002,473
15217,2532,906
15218,4207,556
15219,15672,875
15220,12825,57
15221,18325,904
15222,18783,39
15223,5842,263
15224,7117,431
15225,236,851
15226,10624,413
15227,19196,73
15228,18051,374
15229,14394,239
15230,3201,950
15231,7223,732
15232,17665,358
15233,845,406
15234,14678,572
15235,4930,960
15236,4022,613
15237,17568,67
15238,17692,699
15239,12260,798
15240,10739,352
15241,4816,511
15242,4727,683
15243,7748,380
15244,393,330
15245,11102,658
15246,12527,524
15247,11866,84
15248,3404,761
15249,15460,979
15250,18737,748
